25086,71.38,148.94
25055,104.44,216.62
25043,137.60,283.28
25033,168.35,343.50
25041,194.00,394.00
25037,214.10,433.84
25044,227.75,460.50
25048,234.66,472.69
25065,235.41,472.53
25079,230.50,462.00
25100,221.53,443.44
25122,208.66,417.28
25151,193.25,385.06
25170,175.06,347.62
25190,155.41,308.22
25201,135.06,268.75
25208,116.10,230.72
25215,98.19,194.38
25228,81.41,159.94
25239,66.13,129.78
25248,53.47,104.00
25252,42.78,82.53
25253,34.56,64.75
25249,28.28,50.97
25245,23.44,40.69
25245,19.50,33.72
25244,17.35,29.69
25241,16.94,28.94
25241,17.69,30.34
25240,19.06,32.88
25243,20.16,34.97
25247,20.22,35.56
25251,19.31,33.78
25258,17.53,30.91
25260,15.38,26.66
25258,13.13,21.69
25267,9.75,15.38
25272,5.66,8.62
25279,1.13,0.19
25289,-4.12,-9.56
25297,-9.84,-20.34
25310,-16.28,-32.94
25320,-23.62,-46.53
25325,-31.81,-61.16
25333,-39.81,-77.16
25342,-48.22,-93.69
25348,-56.47,-110.06
25348,-63.37,-124.81
25350,-69.50,-137.69
25359,-75.06,-149.09
25357,-79.09,-159.41
25358,-82.56,-168.25
25348,-83.75,-171.03
25325,-80.97,-166.41
25288,-72.81,-151.19
25247,-59.62,-124.47
25203,-40.75,-86.22
25165,-16.19,-36.91
25128,12.56,21.38
25106,43.94,84.56
25090,75.81,148.25
25081,105.72,207.69
25081,130.75,258.91
25083,150.22,297.47
25093,162.75,322.44
25101,169.47,334.62
25116,169.63,335.84
25124,166.03,328.69
25140,158.47,314.94
25144,149.31,296.81
25158,138.47,275.81
25168,126.72,252.47
25184,114.35,228.22
25195,101.66,202.75
25209,89.22,177.38
25214,77.25,153.44
25223,66.25,129.22
25231,54.85,105.66
25240,44.16,82.81
25239,34.94,63.28
25246,26.91,46.91
25242,20.85,34.16
25247,15.91,24.62
25247,11.66,16.31
25253,7.81,10.44
25251,5.25,6.75
25252,3.72,5.19
25250,2.31,3.91
25256,1.03,2.12
25259,-1.12,-0.62
25275,-4.59,-5.88
25281,-8.81,-12.72
25294,-13.87,-21.50
25300,-19.87,-32.34
25308,-26.72,-44.84
25309,-33.87,-57.62
25312,-40.59,-70.44
25316,-47.37,-82.62
25319,-52.50,-93.34
25320,-56.94,-101.59
25321,-59.84,-108.16
25330,-63.12,-113.53
25337,-66.25,-119.75
25346,-70.34,-127.66
25353,-74.90,-136.75
25354,-79.06,-146.03
25361,-83.69,-154.97
25362,-88.28,-164.47
25359,-92.34,-172.53
25351,-94.22,-177.53
25336,-93.34,-176.34
25308,-87.84,-165.31
25269,-76.65,-143.00
25224,-59.81,-108.50
25183,-37.09,-63.38
25147,-9.90,-8.62
25117,20.44,52.31
25091,52.75,116.03
25075,84.97,178.97
25062,115.03,237.03
25056,140.75,288.66
25045,162.00,330.09
25043,178.22,362.06
25046,189.41,383.16
25059,195.13,394.09
25071,196.06,396.31
25084,193.38,391.50
25094,187.85,379.88
25112,179.35,362.44
25119,168.69,340.19
25137,155.60,314.09
25144,142.10,286.97
25148,129.85,261.94
25148,119.19,239.72
25159,108.85,218.94
25162,99.47,200.94
25171,91.28,183.72
25178,83.16,167.62
25198,74.85,150.28
25204,66.75,133.22
25213,58.10,115.91
25205,50.50,99.97
25199,45.10,88.91
25191,41.10,79.69
25191,38.28,72.19
25193,36.10,66.22
25200,35.56,63.56
25206,35.03,60.41
25226,33.13,54.53
25241,28.38,42.97
25258,20.78,25.25
25264,11.50,4.69
25270,1.53,-16.75
25275,-8.72,-37.88
25279,-18.53,-58.06
25282,-27.87,-75.47
25286,-35.15,-89.25
25287,-40.62,-98.78
25292,-44.56,-105.97
25304,-49.22,-113.75
25311,-53.97,-120.84
25316,-58.65,-129.50
25331,-64.69,-141.47
25338,-71.19,-154.97
25347,-78.25,-169.72
25356,-86.25,-186.75
25359,-93.90,-202.75
25345,-98.28,-212.88
25322,-98.84,-215.41
